post_id,post_text,rationale_count,annotator_1_label,annotator_1_target,annotator_2_label,annotator_2_target,annotator_3_label,annotator_3_target,label
11598944_gab,last night i was kind of drunk and held up a steadfast sieg heil the entire time some n-word was walking past me on the bus it was gratifying,3,offensive,African,hatespeech,African,hatespeech,"African, Jewish",hatespeech
1179012297479639041_twitter,i am fucking done with this bitch,2,offensive,Women,offensive,Women,normal,,offensive
6465075_gab,what kind of a faggot are you,2,offensive,Homosexual,hatespeech,Homosexual,hatespeech,Homosexual,hatespeech
1183022464386904064_twitter,i can not believe this white man called me discriminatory because i would not let him and his entitled family board first lol i can not,0,normal,Caucasian,normal,"Men, Women",normal,,normal
1178759082318143488_twitter,why dykes always out here lookin for love you all some emo ass n-word,3,offensive,"African, Homosexual",offensive,Homosexual,hatespeech,"Women, African, Homosexual",offensive
12398363_gab,the alt right is the one ghetto gays are really having trouble gentrifying,2,offensive,Homosexual,offensive,"Homosexual, Other",offensive,,offensive
11574607_gab,in the <number> <number> zipper head and slope were pretty fashionable i do believe they covered the gambit of asians,0,normal,Asian,offensive,Asian,normal,,normal
5906351_gab,tonight on nbc chicongo justus an innocent moslem is murdered if the show was realistic there wouldnt be any white criminals in chicongo ban islam,2,normal,,hatespeech,Islam,hatespeech,Islam,hatespeech
26152028_gab,move to a n-word neighborhood or gtfo,3,hatespeech,"Minority, African",hatespeech,African,offensive,African,hatespeech
1160512087820394496_twitter,sure and it all kashmiri need too kashmir looks ahead terrorism is unislamik,0,normal,,normal,,normal,,normal
1179078045132414976_twitter,death penalty for this trigger happy hillbilly trailer trash muderer amber guyger amber guyger amber guyger trial police brutality,0,normal,,normal,,normal,,normal
1179036289313587201_twitter,another one in the news black man sitting on the couch eatting ice cream police woman come his apartment shoot him dead you can live like you white but in there eyes u still a n-word,0,normal,,normal,,normal,,normal
1178830963931045889_twitter,you all why can not bi and pan girls use the word dyke if you are a queer woman it should not matter your particular label you should be allowed to use that slur idk i just think it not other people thing to monitor especially if they are not a lesbian themself,0,normal,,normal,,normal,,normal
7525769_gab,exactly but asians are so great is the narrative then why are htey leaving their countries the chinese are here as invaders you can believ that and every time you eat chinese food you help kill off ol whitey brought to you by mcmurphy chinese food,0,normal,,offensive,Asian,hatespeech,"Asian, Caucasian, Refugee",normal
1124394409921994753_twitter,new the justice department is reportedly considering making it easier to deport immigrants who use public benefits reuters,0,normal,,normal,,normal,"Refugee, Other",normal
20824117_gab,i heard you elle and luke share the same fantasy of being gang raped by men holding tiki torches is this true,2,normal,,offensive,Men,offensive,Other,offensive
1082496842233860096_twitter,i want a gun so bad i am not gone shoot nobody or nothing might hit a couple hoes inna mouth tho like huh whatchu say,0,normal,,normal,,normal,,normal
1179048575143153666_twitter,if these faggots do not learn how to drive i will be committing murder,3,offensive,Homosexual,hatespeech,Homosexual,hatespeech,Homosexual,hatespeech
1179087306369703939_twitter,tw homophobia me vs hating myself because im queer and poly more likely than you think,0,normal,,normal,,normal,,normal
26346737_gab,it friday and it n-word hot,3,offensive,African,hatespeech,African,hatespeech,African,hatespeech
22363626_gab,iran and north korea wanted to bomb the us iran wants to kill all infidels including you if you are not a muslim religion convert of course that is my opinion,0,hatespeech,Islam,normal,,offensive,Islam,hatespeech
1179062330434428930_twitter,idk who needs to hear this but if the cars in the right lane are passing you bitch get over,0,normal,,normal,,offensive,Women,normal
1166204836280336384_twitter,does the equalityact allow a man in the girl locker room so long as they identified as a woman if so are women okay with that,2,offensive,"Men, Women",offensive,"Women, Other",offensive,Women,offensive
11783475_gab,the first white president since were going into skin color now obama was the first n-word president lets return to the good old times,3,hatespeech,African,hatespeech,African,hatespeech,"Minority, African",hatespeech
1178746674572877825_twitter,my personal emotion fueled opinion is if you see a sexual assault on campus knock them out professionally i say make sure you do what you can to make sure you do what you can to make sure these creeps are identifiable because violence only begets violence,0,normal,,normal,,normal,,normal
1180496713611481093_twitter,idm helloooo 👀 im looking for a new fwendss but i mostly hype jikook 🤠 just rt rep 🙅 🏻 ‍ ♀ ️ no homophobic pls 💨,0,normal,Other,normal,,normal,,normal
8141497_gab,it would be nice to see that judge get raped and killed the same way not justice because the judge is not a <number> year old but nice to see the scum perpetrat the people who should be getting them off the street,2,hatespeech,,offensive,,hatespeech,Women,hatespeech
18437791_gab,the left wants you to believe that the word n-word defines a race but it does not it defines a character,3,hatespeech,African,hatespeech,African,offensive,African,hatespeech
21359601_gab,does not know the difference between latino and spic but thinks it an authority also thinks it smart 🤔,3,offensive,Hispanic,offensive,Hispanic,offensive,Hispanic,offensive
16933141_gab,jews dominate the donor class both republican and democrat why fixate on the jewish question you will never solve as a tide of hispanics blacks breed you into the third world,2,offensive,"African, Hispanic, Jewish",hatespeech,"African, Hispanic, Jewish, Men, Women",hatespeech,"African, Hispanic, Jewish",hatespeech
1178590539786133504_twitter,dykes literally look like this 😏 😏 at all times 😏 😏 their facial expressions jus do not change,3,offensive,Homosexual,offensive,Homosexual,hatespeech,Homosexual,offensive
17474395_gab,makes sense thernovith would sell out on beaner invasion in a second to sell spanish copies of gorilla mindset anyways if he somehow managed to gain power lol when it comes down to it alt lite fags are just gayer leftists,3,hatespeech,Homosexual,hatespeech,"Hispanic, Homosexual",hatespeech,"Hispanic, Homosexual",hatespeech
9543918_gab,there are <number> families living in <number> apartments in one building a mexican family a white family and a black family a tornado hits the building one day which family survives the white family because the children are at school and the parents are at work,0,normal,,offensive,"African, Hispanic",hatespeech,"African, Hispanic",normal
18019142_gab,do not you hate big brained nibbas who insult their own people and say stupid shit for brownie points it not leadership to shut down an amateur talk show even amicably it not even leadership to continue an amateur talk show which one was the leader you retarded fuck,2,offensive,Other,offensive,African,hatespeech,African,offensive
7047490_gab,i guess this n-word and his mudshark are unaware of the merchant this is some hilarious trolling,3,hatespeech,"Men, Minority, Indigenous, African, Christian, Heterosexual",offensive,"Women, African",hatespeech,"African, Caucasian, Women",hatespeech
16355936_gab,america is supposed to be home to free speech except there is one problem most of the platforms are privately owned by jews and the jews could not care less about your free speech wake up white people the jews control what you see and hear be vigilant,2,hatespeech,Jewish,hatespeech,"Jewish, Men, Women",offensive,Jewish,hatespeech
17337071_gab,i am atheist i will fight against islam to the death i have seen how vile muzzies are,3,hatespeech,Islam,hatespeech,Islam,offensive,Islam,hatespeech
1179070717905768448_twitter,i just know she ain t mine and every bitch tha same first they love you then they hate you it come wit tha game 🤷 🏾 ‍ ♂️,0,normal,,normal,,normal,,normal
1142922938422898688_twitter,real N-word do not get in to that,0,normal,,normal,,normal,,normal
15997237_gab,they are not my fuxking people bitch i am a hindu not a fuxking sullah muslim us hindus have been dealing with these sullahs longer than your pasty white assess so shut the fuck up,2,offensive,"Caucasian, Islam",offensive,Islam,hatespeech,Islam,offensive
14772724_gab,gay jews crying that trump is stuffing federal judges with unqualified young people what qualities are they missing,0,offensive,Jewish,normal,"Homosexual, Jewish",hatespeech,"Homosexual, Jewish",offensive
14486749_gab,i was living in charlottesville va when this drug addled n-word was dc mayor he was the laughingstock of white virginians as was the district and district voters at the time,3,offensive,African,hatespeech,African,hatespeech,African,hatespeech
14496091_gab,damnit you got another muslim cut the line son,0,offensive,"Arab, Islam",normal,Islam,normal,,normal
